Text Clean,Sentiment
pubg game favorit perkembangan berkerja resident evil godzilla berkerja mertro game game bagus lihat bilang pubg haram pubg haram pubg sembah patung game hiburan salahharam main plaryer bermain terimakasih pubg mendukung,positive
mohon maaf bug mohon baiki secepatnya update terkena bug spectate kadang musuh ngeblink ngeblink sinyal bagus hp main game lancar lancar mohon perbaiki secepatnya terimakasih,positive
w suka game tolong percepat downloadnya admin perbarui ngabisin kuota seharian tolong perbaiki,positive
perbarui mb play store ngulang pembaruan tolong perbaiki suka game,positive
suka game kasih bintang faktor koneksi tolong diperbaiki masak main ff lancar main pubg lag tolong diperbaiki yaaa,positive
bilang keneksi buruk hp kentangmangkanya reloadbuat game iki bagusdan seru mainkan terkadang cheatertapi sangan suka game ikigood joob,positive
sayang banget game bagus banget sinyal toleransi ping suka battle,positive
hy tencent jng perbesar data pugb hp kentang apdet grafis exrim grafis hd tolong jngan apdet plisss kasihan player hpnya kentang main pubg sekian terima kasih,positive
frame drop menggangu nyaman tolong perbaiki,positive
mimin mohon diperbaiki bug mode rank livik karakter lari jalan lambat mohon diperbaiki sekian terima kasih,positive
tolong loading kurangi bikin bosan,positive
pubg ngak sherit seandainya asik maunnya tolong penyelengara bisakan pubg sherit sya main ngak download pke sherit biar enak,positive
update terbaru parah bug lepas parasut berbentuk jelly bangunan late respond loot meds boosting armor weapon meele weapon tolong tencen memperbaiki bug,positive
maaf bintang tolong tencent jngan update orang suka game hp ram peminat berhenti main game tolong perbaiki game mohon cukupkan kapasitas ram minimal gb az sekian terimakasihhh tolong balas,positive
halo developer publisher terima kasih memperbarui grafik kualitas pingin lagikecuali sholat v suka rank euhhhhh perasaan ampe diamond tolong rank point orang orang membuang game tolong performa tambahan perangkat ram rendah takut error tolong perbaiki bug metro royale senjata ngilang salam bye,positive
game udh bagusjarang nemu bugtapi masalahny musuh ny kadang sepadan level sendirisoalny main langsung ketemu player udh jago bangetselain gada kembangin yamantap,positive
update terbaru mantab ngeluh target pasar game silahkan pindah game sebelah,positive
uda maintp kali login trus kluar sendiridicoba smpai kali baeprasaan sore main lancar,positive
log tolong solusinya min,positive
game berkualitas cuman pengupdatean tolong kapasitas grafik kadang bagus,positive
update menarik gyroscope support hp update season pas season season aktifin gyroscope tolong bantuannya,positive
mohon perbaikan tensent bug alami terselesaikan respon alasan bug tolong respon pengeluh terima kasih semoga perkara terselesaikan,positive
tancent tolong gabisa login habis ganti akun twiter masuk akun facebook gabisa tolong update secepatnya,positive
game bagus banget game bikin grafiknya ok banget gk kaya ff grafiknya burik bit ramai main asli suka game bosan hapus bosan main rank saran tolong pelit main ff pelit banget ff auto hapus,positive
langkah kaki suka muncul kadang wifi jaringan stabil suka koneksi terganggu jaringan seluler lancar,positive
gamenya banget update ngeluarin kouta game tetepbiasa,positive
game bagusdan real tolong bug diperbaiki player nyaman bug muncul map diperbanyak diperbarui,positive
mohon developer pubgkrafton apdet mohon memperbaiki hasil pertandingan tolong samakan ml hasil sesuai player momen epic berasa kecewa durasi singkat mohon,positive
mantap update gb mantap lahhh pokoknya nyesel sii oh kali mengalami bermain bug namanya kali lihat tayangan youtube membahas bug titik manfaatkan orang orang bertanggung kill mohon perbaiki terima kasih,positive
update terbaru inimode seru sayangnya bug mobil langsung matitolong diperbaiki sukses kedepannya salam pabjikers,positive
game bagus map tolong tambahkan grafik super smooth biar ringan hp gb terima kasih pubg mobile,positive
maaf bintangnya kurangikenapa kurangikarena sinyalnya stabilsaat bermain ping ms jaringan g luntuk bermain game lancar pas main pubg,positive
komen negatif update gede menuhin storage lag fc sadar device saudara laki-laki udh game size gede storage hp pas²an memaksa download update pemeliharaan perbaikan game kedepannya intinya keep enjoy,positive
gila update kecewa laen update sesuai keterangan giliran xlipat ukuran terterasudah x update season gameplay si gk,positive
ok ok terobsesi size ukuran ratarata player memainkan device player pubg ramai seru tolong game dimainkan orang ukuran season mengembalikan ukuran season player bermain,positive
update pubg terbaru tembakan lacarsuara tembakan singel autosuara mobil gerakan player kaku tolong diperbaiki membatu kenyamanan pemain,positive
game rusak bug diperbaiki bug bertambah spectate orang ngebug alasannya jaringan bermasalah trus pas recall ngebug alasannya jaringan bermasalah main mode war ngebug alasannya jaringan bermasalah gitu ae trus manusia reset setelan pabrik suka fitur dimana batasan rank mabar mode unranked pingin naikin rank,positive
game bagus sayang cheater menganggu pemain berlatih keras mohon ditingkatkan keamanaannya terima kasih,positive
dear tencent update siapsiap tolong jaringan stabil siapsiap update,positive
sulit bermain game beratnya game suka menyarankan mengadakan versi optimal hp midlow bermain,positive
hallo developer menghilangkan otomatis update lobby update playstoreketika game diluncurkan update part splash screen masuk lobbymasih otomatis update menguras kecepatan internetmembuat lobby loading tekan apapunsampai muncul popup server merespon memaksa activity login update lobby,positive
update bagus bug server stabil kebanyakan skin melulu perbaikan server bug pas loading screen percepat kebanyakan logo kadang jaringan stabil pengen masuk room mati jeda menit loading screen,positive
game jlek bhoong game sngat seru loading perbaiki yh ny kmarin donglot trus buka eh loading trus tnggu menit gx loading bner tlong game pubg mobile update gx bnerin game pubg mobile gx donglot buang kouta game burik gx jlas nnti hri sabtu donglot gx perbaiki loading hpus,positive
game oke grafis oke sayang pakai grafis hd keatas hp semoga kedepannya tipe hp memake grafis hd atasnya terimakasih tencen,positive
game mantap chicken diperhatikan bug grafisnya bang coba grafisnya mulus sinyal dh peminatnya pakai iphone plus mainnya uang terima kasih tencent games menciptakan game,positive
seminggu main stuck lobby pengaturan map friend lain-lain error coba uninstall download ttep perubahan keluhan email resmi pubg respon tolong solusinya,positive
game udh bagus kadang kadang suka nge bug mode tdm sejenisnya bilang main pubg nge lag nge lag tergantung device hp kentang,positive
bintang alasan game sungguh mahal top mendapatkanuc baju membeli sulit,positive
bagus kasihan orang² speak hpnya gk bagus main pubg berat saran min tolong pubg lite hp speknya sekian terimakasih,positive
masuk game email sandi pilihan chrome lain-lain ngak notif koneksi internet kouta bosan main season kaya gini uninstal deh pubg,positive
mantap device ram jaringan kartu lokasi sinyal grafik bagus support uhd mode death match map,positive
diupdate terbaru langsung mengalami frame drop mengendarai mobil bertemu musuh combat reinstall gagal download google play menyalahkan handphone berkapasitas sinyal jaringan kuat tolong perbaiki terima kasih,positive
sdh pakai sinyal g tetp sring disconect pdahal ram gb tetp pubg skrng berat gk endingnya uninstall main gk nyaman,positive
please tencentnext update fix bugsjangan banyakin skin doangutamakan kenyamanan playermasa main server reconnect mulutrus pas main dc trusudh gtu bug lgiplease bugnya dikuranginutamakan kenyamanan bermain udh bagus ane tambahin bintangnya terima kasih,positive
tencen tolong perbaiki jaringn bagus ttp ajh server merespon gimna sayang bermain pubg tolong perbaiki ajh notif unduh sumber daya padhl burik gini thank,positive
skin senjata main season orang orang download pubg hoki skinini adil main skin senjata atw mobilmohon pencerahannya game game vaforit sayaterimah kasih,positive
mohon tencent versi mohon pertimbangkan memainkan versi betanya memperuntung player profesional kasihan hp dibawah mohon perhatikan upaya tencent terima kasih,positive
update jaringan rusak server merespon jaringan lancar lancar kluar kluar trus tolong perbaiki,positive
game inievent jelassbanget bikin event jelasjual pubg tencent,positive
tlg donk lok update lag berat banget hp lancar jaya redmi note x tlg donk perbaiki enak banget main patah trus,positive
maaf kesini puas game cepat menghapus game bug game bug spectator bug recall lain-lain disetiap updatepembaruhan mendownload pembaruhan install ulang namanya please update kasih update perbaruhi download ulang sperti resource hd map sumber daya lainya terima kasih,positive
tolong tambahkan fungsi ornamen tas senjata melee weapon keyaknya keren jarang main mode fpp,positive
update sesuai tertera play store tencent games tementemen game pubg suka update download update sesuai wajartolong recheck tencent gamesterima kasih,positive
mode play load mode zombie mode tdm maksut tencent game buruk kaya season game lancar wkwkwkwkk,positive
tolong utamakan kenyamanan pembaruan bnyak teman beralih game sebelah susah cari teman mabar update ivennya kebanyakan kasihan memiliki cipset cina wkwkwk,positive
game bagus main game cinta ff krna cinta ff mangka suka pubg pubg game mendidik anak bangsa mencerdaskan keterampilan lainpubg malesan enak begadang bangun zuhur udh gitu pubg game bagus download memilik pesan moral sangag kehidupan anak bngsa negara ayo mlai skrg brhnti untk skses bakk makn pubg,positive
asik maininy capek jaringany kadang gk tolong perbaiki lobby loading terustidak respon peladen jaringan g manteng,positive
fans berat gamebisa jam main chicken dinner bareng tmn bosen maaf game keliru skin lama² kostum power ranger bikin game asik mainin nuansa pubg awal² rilis uda lihat game trusss gk pay win,positive
tencent tolonglah updatenya player kecewa updatenya game free fire suka tolonglah rubah pindah game gara terimakasih,positive
tolong tencent gameplay pubg match recall suka ngerasin bug berperang bug kenyamanan bermain terganggu berkurang tolong tingkatkan fix bug,positive
hai pubg terima kasih nemenin pingin main hp tahan intinya berterimakasih pubg mobile temen² saran date gb gede² love pubg mobile,positive
game terbaek size menurutku pas main season enak lancar² patah² tolong develover tencent mengurangi size terima kasih sukses tencet,positive
top rp relog tibatiba baju klaim hadiah rp rp box hilang dipakai inventory coba hubungi cs tencent respons,positive
developer tencent games kualitas grafis tingkatkan hp end berchipset snapdragon atur hd graphic stabil bug lag lag club kostum senjata map ambil kota kota perbaiki gamenya terima kasih,positive
tolong perbaiki bug update bug parah pesawat langsung ngebug smartphone kompitibel ram gb uda pakai snapdragon tolong sampek uninstall permanen game uda habis duitku pubji mainin,positive
update game perbaiki mohon selesaikan kendala maaf xiaomi note mohon selesaikan secepatnya,positive
proxima update kualitas grafisnya hp turun suara senjata tolong penjelasannya,positive
pubg emang seru bug turn pesawat pas mrndarat kadang kadang gam gerak mati mohon perbaiki,positive
update terbaru mb dibanding pas download aplikasinya giga cepetan download petunjuk,positive
udh update tencent kasihan hape kentang nge lag halahh kacauuu udh gilakkdi kolom tertara mb pas klik mb ngotak anjengnyiksa,positive
game iniga masukk cok update,positive
pas main pas masuk kuota beli ngelag tensent tolong gamenya benerin kasih rating pindah ff tolong benerin,positive
hallo tencent gamehp oppo skrng pas updatesetiap pas masuk room tulisan download paused wifi disable hubungin wifi suruh nga update udh diupdate versi terbarunyamohon bantuannya tencent games,positive
